seed,pair,source_train_k,target_train_k,layer_id,rank_in_target_logits,count,share,step_source,step_target
1,1-4,1,4,3,8,1964,0.04383928571428571,1500,1500
1,2-4,2,4,0,1,34104,0.76125,1500,1500
1,2-4,2,4,0,2,7841,0.17502232142857144,1500,1500
1,2-4,2,4,0,3,2091,0.04667410714285714,1500,1500
1,2-4,2,4,0,4,676,0.015089285714285715,1500,1500
1,2-4,2,4,0,5,54,0.0012053571428571428,1500,1500
1,2-4,2,4,0,6,34,0.0007589285714285714,1500,1500
1,2-4,2,4,0,7,0,0.0,1500,1500
1,2-4,2,4,0,8,0,0.0,1500,1500
1,2-4,2,4,1,1,28697,0.6405580357142857,1500,1500
1,2-4,2,4,1,2,9505,0.21216517857142858,1500,1500
1,2-4,2,4,1,3,3512,0.07839285714285714,1500,1500
1,2-4,2,4,1,4,1777,0.03966517857142857,1500,1500
1,2-4,2,4,1,5,808,0.018035714285714287,1500,1500
1,2-4,2,4,1,6,407,0.009084821428571428,1500,1500
1,2-4,2,4,1,7,54,0.0012053571428571428,1500,1500
1,2-4,2,4,1,8,40,0.0008928571428571428,1500,1500
1,2-4,2,4,2,1,27296,0.6092857142857143,1500,1500
1,2-4,2,4,2,2,9237,0.2061830357142857,1500,1500
1,2-4,2,4,2,3,4050,0.09040178571428571,1500,1500
1,2-4,2,4,2,4,2166,0.048348214285714286,1500,1500
1,2-4,2,4,2,5,1272,0.028392857142857143,1500,1500
1,2-4,2,4,2,6,307,0.006852678571428571,1500,1500
1,2-4,2,4,2,7,356,0.007946428571428571,1500,1500
1,2-4,2,4,2,8,116,0.002589285714285714,1500,1500
1,2-4,2,4,3,1,24497,0.5468080357142857,1500,1500
1,2-4,2,4,3,2,7178,0.1602232142857143,1500,1500
1,2-4,2,4,3,3,5949,0.13279017857142858,1500,1500
1,2-4,2,4,3,4,3087,0.06890625,1500,1500
1,2-4,2,4,3,5,1920,0.04285714285714286,1500,1500
1,2-4,2,4,3,6,893,0.019933035714285716,1500,1500
1,2-4,2,4,3,7,877,0.019575892857142858,1500,1500
1,2-4,2,4,3,8,399,0.00890625,1500,1500
2,1-2,1,2,0,1,23267,0.5193526785714285,1500,1500
2,1-2,1,2,0,2,9903,0.22104910714285714,1500,1500
2,1-2,1,2,0,3,5126,0.11441964285714286,1500,1500
2,1-2,1,2,0,4,2761,0.06162946428571429,1500,1500
2,1-2,1,2,0,5,2280,0.05089285714285714,1500,1500
2,1-2,1,2,0,6,950,0.021205357142857144,1500,1500
2,1-2,1,2,0,7,383,0.008549107142857143,1500,1500
2,1-2,1,2,0,8,130,0.0029017857142857144,1500,1500
2,1-2,1,2,1,1,21670,0.4837053571428571,1500,1500
2,1-2,1,2,1,2,9480,0.21160714285714285,1500,1500
2,1-2,1,2,1,3,5066,0.11308035714285715,1500,1500
2,1-2,1,2,1,4,4335,0.09676339285714286,1500,1500
2,1-2,1,2,1,5,1827,0.04078125,1500,1500
2,1-2,1,2,1,6,1202,0.026830357142857142,1500,1500
2,1-2,1,2,1,7,775,0.017299107142857144,1500,1500
2,1-2,1,2,1,8,445,0.009933035714285714,1500,1500
2,1-2,1,2,2,1,16708,0.37294642857142857,1500,1500
