seed,pair,layer_id,component,metric_name,value,num_records
1,2-3,7,representation_with_router_a,top1_agreement,0.5072544813156128,5376
1,2-3,7,representation_with_router_b,nestedness,0.5577257020132882,5376
1,2-3,7,representation_with_router_b,spearman,0.71534492288317,5376
1,2-3,7,representation_with_router_b,top1_agreement,0.5206473384584699,5376
1,2-3,7,router_on_hidden_a,nestedness,0.8749070167541504,5376
1,2-3,7,router_on_hidden_a,spearman,0.9163894397871835,5376
1,2-3,7,router_on_hidden_a,top1_agreement,0.7784598384584699,5376
1,2-3,7,router_on_hidden_b,nestedness,0.8988095351627895,5376
1,2-3,7,router_on_hidden_b,spearman,0.9216192024094718,5376
1,2-3,7,router_on_hidden_b,top1_agreement,0.8043154988970075,5376
1,2-3,7,total,nestedness,0.5685454096112933,5376
1,2-3,7,total,spearman,0.6306775467736381,5376
1,2-3,7,total,top1_agreement,0.4363839328289032,5376
1,2-4,0,representation_with_router_a,nestedness,0.8900669898305621,5376
1,2-4,0,representation_with_router_a,spearman,0.9832413622311184,5376
1,2-4,0,representation_with_router_a,top1_agreement,0.9043899008205959,5376
1,2-4,0,representation_with_router_b,nestedness,0.8975539548056466,5376
1,2-4,0,representation_with_router_b,spearman,0.9828116553170341,5376
1,2-4,0,representation_with_router_b,top1_agreement,0.878720257963453,5376
1,2-4,0,router_on_hidden_a,nestedness,0.8977864725249154,5376
1,2-4,0,router_on_hidden_a,spearman,0.9502522689955575,5376
1,2-4,0,router_on_hidden_a,top1_agreement,0.6798735346112933,5376
1,2-4,0,router_on_hidden_b,nestedness,0.897042419229235,5376
1,2-4,0,router_on_hidden_b,spearman,0.9489923971039909,5376
1,2-4,0,router_on_hidden_b,top1_agreement,0.6649925793920245,5376
1,2-4,0,total,nestedness,0.8853236777441842,5376
1,2-4,0,total,spearman,0.9366445626531329,5376
1,2-4,0,total,top1_agreement,0.6532738293920245,5376
1,2-4,1,representation_with_router_a,nestedness,0.6981957043920245,5376
1,2-4,1,representation_with_router_a,spearman,0.9071312717029026,5376
1,2-4,1,representation_with_router_a,top1_agreement,0.6992187670298985,5376
1,2-4,1,representation_with_router_b,nestedness,0.7376302395548139,5376
1,2-4,1,representation_with_router_b,spearman,0.9063339744295392,5376
1,2-4,1,representation_with_router_b,top1_agreement,0.6281622307641166,5376
1,2-4,1,router_on_hidden_a,nestedness,0.9449404903820583,5376
1,2-4,1,router_on_hidden_a,spearman,0.9564452171325684,5376
1,2-4,1,router_on_hidden_a,top1_agreement,0.7775297846112933,5376
1,2-4,1,router_on_hidden_b,nestedness,0.9375000255448478,5376
1,2-4,1,router_on_hidden_b,spearman,0.9557638083185468,5376
1,2-4,1,router_on_hidden_b,top1_agreement,0.7127976332392011,5376
1,2-4,1,total,nestedness,0.8049665434019906,5376
1,2-4,1,total,spearman,0.8645341907228742,5376
1,2-4,1,total,top1_agreement,0.5409226417541504,5376
1,2-4,2,representation_with_router_a,nestedness,0.5807291865348816,5376
1,2-4,2,representation_with_router_a,spearman,0.8107169951711383,5376
1,2-4,2,representation_with_router_a,top1_agreement,0.5526413789817265,5376
1,2-4,2,representation_with_router_b,nestedness,0.6325334991727557,5376
1,2-4,2,representation_with_router_b,spearman,0.8147755265235901,5376
1,2-4,2,representation_with_router_b,top1_agreement,0.5130208390099662,5376
1,2-4,2,router_on_hidden_a,nestedness,0.948009695325579,5376
1,2-4,2,router_on_hidden_a,spearman,0.9513228791100639,5376
1,2-4,2,router_on_hidden_a,top1_agreement,0.7686012046677726,5376
1,2-4,2,router_on_hidden_b,nestedness,0.9372209991727557,5376
1,2-4,2,router_on_hidden_b,spearman,0.953635939529964,5376
1,2-4,2,router_on_hidden_b,top1_agreement,0.7265625085149493,5376
1,2-4,2,total,nestedness,0.699032757963453,5376
1,2-4,2,total,spearman,0.7558627554348537,5376
1,2-4,2,total,top1_agreement,0.42950149944850374,5376
1,2-4,3,representation_with_router_a,nestedness,0.5201823115348816,5376
1,2-4,3,representation_with_router_a,spearman,0.7542351313999721,5376
1,2-4,3,representation_with_router_a,top1_agreement,0.48939733845846994,5376
1,2-4,3,representation_with_router_b,nestedness,0.5824032851627895,5376
1,2-4,3,representation_with_router_b,spearman,0.7569277286529541,5376
1,2-4,3,representation_with_router_b,top1_agreement,0.46354167801993235,5376
1,2-4,3,router_on_hidden_a,nestedness,0.9572172846112933,5376
1,2-4,3,router_on_hidden_a,spearman,0.953251234122685,5376
1,2-4,3,router_on_hidden_a,top1_agreement,0.7922247222491673,5376
1,2-4,3,router_on_hidden_b,nestedness,0.9564732313156128,5376
1,2-4,3,router_on_hidden_b,spearman,0.9563823512622288,5376
1,2-4,3,router_on_hidden_b,top1_agreement,0.7460937670298985,5376
1,2-4,3,total,nestedness,0.6501116241727557,5376
1,2-4,3,total,spearman,0.7001244340624128,5376
1,2-4,3,total,top1_agreement,0.4036458432674408,5376
1,2-4,4,representation_with_router_a,nestedness,0.4954427182674408,5376
1,2-4,4,representation_with_router_a,spearman,0.7282676015581403,5376
1,2-4,4,representation_with_router_a,top1_agreement,0.46186756661960054,5376
1,2-4,4,representation_with_router_b,nestedness,0.5609654273305621,5376
1,2-4,4,representation_with_router_b,spearman,0.7352515459060669,5376
1,2-4,4,representation_with_router_b,top1_agreement,0.44456845947674345,5376
1,2-4,4,router_on_hidden_a,nestedness,0.9437314101627895,5376
1,2-4,4,router_on_hidden_a,spearman,0.9411043524742126,5376
1,2-4,4,router_on_hidden_a,top1_agreement,0.7568824631827218,5376
1,2-4,4,router_on_hidden_b,nestedness,0.9507998738970075,5376
1,2-4,4,router_on_hidden_b,spearman,0.9457546302250454,5376
1,2-4,4,router_on_hidden_b,top1_agreement,0.7632068736212594,5376
1,2-4,4,total,nestedness,0.6153274008205959,5376
1,2-4,4,total,spearman,0.6664547664778573,5376
1,2-4,4,total,top1_agreement,0.3766741156578064,5376
1,2-4,5,representation_with_router_a,nestedness,0.47135418227740694,5376
1,2-4,5,representation_with_router_a,spearman,0.6888542601040432,5376
1,2-4,5,representation_with_router_a,top1_agreement,0.4421503075531551,5376
1,2-4,5,representation_with_router_b,nestedness,0.5345052310398647,5376
1,2-4,5,representation_with_router_b,spearman,0.688603128705706,5376
1,2-4,5,representation_with_router_b,top1_agreement,0.43675595947674345,5376
1,2-4,5,router_on_hidden_a,nestedness,0.943173382963453,5376
1,2-4,5,router_on_hidden_a,spearman,0.9412128925323486,5376
1,2-4,5,router_on_hidden_a,top1_agreement,0.7777157936777387,5376
1,2-4,5,router_on_hidden_b,nestedness,0.9542410969734192,5376
1,2-4,5,router_on_hidden_b,spearman,0.9456842371395656,5376
1,2-4,5,router_on_hidden_b,top1_agreement,0.7756696684019906,5376
1,2-4,5,total,nestedness,0.5842634098870414,5376
1,2-4,5,total,spearman,0.6199832899229867,5376
1,2-4,5,total,top1_agreement,0.36383929422923494,5376
1,2-4,6,representation_with_router_a,nestedness,0.48177084752491545,5376
1,2-4,6,representation_with_router_a,spearman,0.6711929355348859,5376
1,2-4,6,representation_with_router_a,top1_agreement,0.4499628075531551,5376
1,2-4,6,representation_with_router_b,nestedness,0.5303199631827218,5376
1,2-4,6,representation_with_router_b,spearman,0.681573075907571,5376
1,2-4,6,representation_with_router_b,top1_agreement,0.4637276956013271,5376
1,2-4,6,router_on_hidden_a,nestedness,0.9352678741727557,5376
1,2-4,6,router_on_hidden_a,spearman,0.9271800518035889,5376
1,2-4,6,router_on_hidden_a,top1_agreement,0.7898065618106297,5376
1,2-4,6,router_on_hidden_b,nestedness,0.9533110346112933,5376
1,2-4,6,router_on_hidden_b,spearman,0.9373495323317391,5376
1,2-4,6,router_on_hidden_b,top1_agreement,0.8117559637342181,5376
1,2-4,6,total,nestedness,0.5969122222491673,5376
1,2-4,6,total,spearman,0.6078685777527946,5376
1,2-4,6,total,top1_agreement,0.4109003075531551,5376
1,2-4,7,representation_with_router_a,nestedness,0.5163690532956805,5376
1,2-4,7,representation_with_router_a,spearman,0.7059681074959892,5376
1,2-4,7,representation_with_router_a,top1_agreement,0.48567710178239004,5376
1,2-4,7,representation_with_router_b,nestedness,0.579287588596344,5376
1,2-4,7,representation_with_router_b,spearman,0.7084548047610691,5376
1,2-4,7,representation_with_router_b,top1_agreement,0.5290178656578064,5376
1,2-4,7,router_on_hidden_a,nestedness,0.9068080527441842,5376
1,2-4,7,router_on_hidden_a,spearman,0.9026790942464556,5376
1,2-4,7,router_on_hidden_a,top1_agreement,0.7299107313156128,5376
1,2-4,7,router_on_hidden_b,nestedness,0.9348958475249154,5376
1,2-4,7,router_on_hidden_b,spearman,0.9124906403677804,5376
1,2-4,7,router_on_hidden_b,top1_agreement,0.7979910884584699,5376
1,2-4,7,total,nestedness,0.6196986777441842,5376
1,2-4,7,total,spearman,0.6081302676882062,5376
1,2-4,7,total,top1_agreement,0.42671131661960054,5376
1,2-5,0,representation_with_router_a,nestedness,0.886532757963453,5376
1,2-5,0,representation_with_router_a,spearman,0.9838240146636963,5376
1,2-5,0,representation_with_router_a,top1_agreement,0.8958333560398647,5376
1,2-5,0,representation_with_router_b,nestedness,0.9116071888378688,5376
1,2-5,0,representation_with_router_b,spearman,0.9837155938148499,5376
1,2-5,0,representation_with_router_b,top1_agreement,0.8800223469734192,5376
1,2-5,0,router_on_hidden_a,nestedness,0.9484747222491673,5376
1,2-5,0,router_on_hidden_a,spearman,0.9503429446901593,5376
1,2-5,0,router_on_hidden_a,top1_agreement,0.6843378118106297,5376
1,2-5,0,router_on_hidden_b,nestedness,0.9446614810398647,5376
1,2-5,0,router_on_hidden_b,spearman,0.949244669505528,5376
1,2-5,0,router_on_hidden_b,top1_agreement,0.6638765164784023,5376
1,2-5,0,total,nestedness,0.9384300708770752,5376
1,2-5,0,total,spearman,0.9395989860807147,5376
1,2-5,0,total,top1_agreement,0.652157757963453,5376
1,2-5,1,representation_with_router_a,nestedness,0.6939174277441842,5376
1,2-5,1,representation_with_router_a,spearman,0.906321678842817,5376
1,2-5,1,representation_with_router_a,top1_agreement,0.7118675879069737,5376
1,2-5,1,representation_with_router_b,nestedness,0.7588914207049778,5376
1,2-5,1,representation_with_router_b,spearman,0.9056554777281625,5376
1,2-5,1,representation_with_router_b,top1_agreement,0.6471354450498309,5376
1,2-5,1,router_on_hidden_a,nestedness,0.9645647576877049,5376
1,2-5,1,router_on_hidden_a,spearman,0.9533956391470773,5376
1,2-5,1,router_on_hidden_a,top1_agreement,0.7416294898305621,5376
1,2-5,1,router_on_hidden_b,nestedness,0.9586123738970075,5376
1,2-5,1,router_on_hidden_b,spearman,0.9516809071813311,5376
1,2-5,1,router_on_hidden_b,top1_agreement,0.6770833475249154,5376
1,2-5,1,total,nestedness,0.8463541865348816,5376
1,2-5,1,total,spearman,0.8604708995137896,5376
1,2-5,1,total,top1_agreement,0.5321800793920245,5376
1,2-5,2,representation_with_router_a,nestedness,0.5879836423056466,5376
1,2-5,2,representation_with_router_a,spearman,0.8119699614388602,5376
1,2-5,2,representation_with_router_a,top1_agreement,0.5479910927159446,5376
1,2-5,2,representation_with_router_b,nestedness,0.6610863549368722,5376
1,2-5,2,representation_with_router_b,spearman,0.8140203612191337,5376
1,2-5,2,representation_with_router_b,top1_agreement,0.5016741114003318,5376
1,2-5,2,router_on_hidden_a,nestedness,0.9682849901063102,5376
1,2-5,2,router_on_hidden_a,spearman,0.9489843930516925,5376
1,2-5,2,router_on_hidden_a,top1_agreement,0.7503720351627895,5376
1,2-5,2,router_on_hidden_b,nestedness,0.9647507582392011,5376
1,2-5,2,router_on_hidden_b,spearman,0.9500058974538531,5376
1,2-5,2,router_on_hidden_b,top1_agreement,0.7079613208770752,5376
1,2-5,2,total,nestedness,0.7682291950498309,5376
1,2-5,2,total,spearman,0.752381716455732,5376
1,2-5,2,total,top1_agreement,0.423921138048172,5376
1,2-5,3,representation_with_router_a,nestedness,0.5164620706013271,5376
1,2-5,3,representation_with_router_a,spearman,0.759137111050742,5376
1,2-5,3,representation_with_router_a,top1_agreement,0.47209822705813814,5376
1,2-5,3,representation_with_router_b,nestedness,0.6070312857627869,5376
1,2-5,3,representation_with_router_b,spearman,0.7637576886585781,5376
1,2-5,3,representation_with_router_b,top1_agreement,0.4562872179916927,5376
1,2-5,3,router_on_hidden_a,nestedness,0.9760974986212594,5376
1,2-5,3,router_on_hidden_a,spearman,0.947018461568015,5376
1,2-5,3,router_on_hidden_a,top1_agreement,0.7793899008205959,5376
1,2-5,3,router_on_hidden_b,nestedness,0.9729352848870414,5376
1,2-5,3,router_on_hidden_b,spearman,0.9495626943452018,5376
1,2-5,3,router_on_hidden_b,top1_agreement,0.7440476417541504,5376
1,2-5,3,total,nestedness,0.706845257963453,5376
1,2-5,3,total,spearman,0.6955758503505162,5376
1,2-5,3,total,top1_agreement,0.3772321471146175,5376
1,2-5,4,representation_with_router_a,nestedness,0.48651414683886934,5376
1,2-5,4,representation_with_router_a,spearman,0.7274181587355477,5376
1,2-5,4,representation_with_router_a,top1_agreement,0.43991816469601225,5376
1,2-5,4,representation_with_router_b,nestedness,0.5806547914232526,5376
1,2-5,4,representation_with_router_b,spearman,0.7289567334311349,5376
1,2-5,4,representation_with_router_b,top1_agreement,0.41741072280066355,5376
1,2-5,4,router_on_hidden_a,nestedness,0.976376507963453,5376
1,2-5,4,router_on_hidden_a,spearman,0.9465324282646179,5376
1,2-5,4,router_on_hidden_a,top1_agreement,0.769345257963453,5376
1,2-5,4,router_on_hidden_b,nestedness,0.9777716057641166,5376
1,2-5,4,router_on_hidden_b,spearman,0.9488414100238255,5376
1,2-5,4,router_on_hidden_b,top1_agreement,0.7518601332392011,5376
1,2-5,4,total,nestedness,0.6835007667541504,5376
1,2-5,4,total,spearman,0.6691102726118905,5376
1,2-5,4,total,top1_agreement,0.36421131661960054,5376
1,2-5,5,representation_with_router_a,nestedness,0.4585193523338863,5376
1,2-5,5,representation_with_router_a,spearman,0.6833781003952026,5376
1,2-5,5,representation_with_router_a,top1_agreement,0.43377977183886934,5376
1,2-5,5,representation_with_router_b,nestedness,0.56666670526777,5376
1,2-5,5,representation_with_router_b,spearman,0.6851443307740348,5376
1,2-5,5,representation_with_router_b,top1_agreement,0.4302455484867096,5376
1,2-5,5,router_on_hidden_a,nestedness,0.9634486777441842,5376
1,2-5,5,router_on_hidden_a,spearman,0.9362235154424395,5376
1,2-5,5,router_on_hidden_a,top1_agreement,0.7514881236212594,5376
1,2-5,5,router_on_hidden_b,nestedness,0.9726562670298985,5376
1,2-5,5,router_on_hidden_b,spearman,0.9447810479572841,5376
1,2-5,5,router_on_hidden_b,top1_agreement,0.7630208475249154,5376
1,2-5,5,total,nestedness,0.6402529903820583,5376
1,2-5,5,total,spearman,0.6163697583334786,5376
1,2-5,5,total,top1_agreement,0.3498884013720921,5376
1,2-5,6,representation_with_router_a,nestedness,0.45628721373421804,5376
1,2-5,6,representation_with_router_a,spearman,0.6556785447256905,5376
1,2-5,6,representation_with_router_a,top1_agreement,0.44401043227740694,5376
1,2-5,6,representation_with_router_b,nestedness,0.549442001751491,5376
1,2-5,6,representation_with_router_b,spearman,0.6670398882457188,5376
1,2-5,6,representation_with_router_b,top1_agreement,0.43489584752491545,5376
1,2-5,6,router_on_hidden_a,nestedness,0.9498698115348816,5376
1,2-5,6,router_on_hidden_a,spearman,0.9138569831848145,5376
1,2-5,6,router_on_hidden_a,top1_agreement,0.7613467403820583,5376
1,2-5,6,router_on_hidden_b,nestedness,0.9649367758205959,5376
1,2-5,6,router_on_hidden_b,spearman,0.9268333060400826,5376
1,2-5,6,router_on_hidden_b,top1_agreement,0.7544643027441842,5376
1,2-5,6,total,nestedness,0.6170015164784023,5376
1,2-5,6,total,spearman,0.5795156785420009,5376
1,2-5,6,total,top1_agreement,0.36737351758139475,5376
1,2-5,7,representation_with_router_a,nestedness,0.5165550751345498,5376
1,2-5,7,representation_with_router_a,spearman,0.6939018794468471,5376
1,2-5,7,representation_with_router_a,top1_agreement,0.4698660799435207,5376
1,2-5,7,representation_with_router_b,nestedness,0.59441967521395,5376
1,2-5,7,representation_with_router_b,spearman,0.7002950055258614,5376
1,2-5,7,representation_with_router_b,top1_agreement,0.5109747222491673,5376
1,2-5,7,router_on_hidden_a,nestedness,0.9448474986212594,5376
1,2-5,7,router_on_hidden_a,spearman,0.8915020993777684,5376
1,2-5,7,router_on_hidden_a,top1_agreement,0.7178199716976711,5376
1,2-5,7,router_on_hidden_b,nestedness,0.9541480796677726,5376
1,2-5,7,router_on_hidden_b,spearman,0.8992889438356672,5376
1,2-5,7,router_on_hidden_b,top1_agreement,0.762276794229235,5376
1,2-5,7,total,nestedness,0.6737351332392011,5376
1,2-5,7,total,spearman,0.5838368535041809,5376
1,2-5,7,total,top1_agreement,0.3963913789817265,5376
1,2-6,0,representation_with_router_a,nestedness,0.883556570325579,5376
1,2-6,0,representation_with_router_a,spearman,0.9825106263160706,5376
1,2-6,0,representation_with_router_a,top1_agreement,0.8963913917541504,5376
1,2-6,0,representation_with_router_b,nestedness,0.9125124130930219,5376
1,2-6,0,representation_with_router_b,spearman,0.9824739864894322,5376
1,2-6,0,representation_with_router_b,top1_agreement,0.8776041780199323,5376
1,2-6,0,router_on_hidden_a,nestedness,0.9627976332392011,5376
1,2-6,0,router_on_hidden_a,spearman,0.9422471523284912,5376
1,2-6,0,router_on_hidden_a,top1_agreement,0.6690848384584699,5376
1,2-6,0,router_on_hidden_b,nestedness,0.9618675623621259,5376
1,2-6,0,router_on_hidden_b,spearman,0.9406594974654061,5376
1,2-6,0,router_on_hidden_b,top1_agreement,0.6443452494485038,5376
1,2-6,0,total,nestedness,0.9450334991727557,5376
1,2-6,0,total,spearman,0.9256616745676313,5376
1,2-6,0,total,top1_agreement,0.636904776096344,5376
1,2-6,1,representation_with_router_a,nestedness,0.6952195167541504,5376
1,2-6,1,representation_with_router_a,spearman,0.902949401310512,5376
1,2-6,1,representation_with_router_a,top1_agreement,0.7038690618106297,5376
1,2-6,1,representation_with_router_b,nestedness,0.7744605796677726,5376
1,2-6,1,representation_with_router_b,spearman,0.9020503163337708,5376
1,2-6,1,representation_with_router_b,top1_agreement,0.6244419813156128,5376
1,2-6,1,router_on_hidden_a,nestedness,0.9751674447740827,5376
1,2-6,1,router_on_hidden_a,spearman,0.950584352016449,5376
1,2-6,1,router_on_hidden_a,top1_agreement,0.7332589456013271,5376
1,2-6,1,router_on_hidden_b,nestedness,0.9740513563156128,5376
1,2-6,1,router_on_hidden_b,spearman,0.9495125242641994,5376
1,2-6,1,router_on_hidden_b,top1_agreement,0.6614583560398647,5376
1,2-6,1,total,nestedness,0.885509695325579,5376
1,2-6,1,total,spearman,0.8522259507860456,5376
1,2-6,1,total,top1_agreement,0.5013020890099662,5376
1,2-6,2,representation_with_router_a,nestedness,0.5739397491727557,5376
1,2-6,2,representation_with_router_a,spearman,0.8065617595400129,5376
1,2-6,2,representation_with_router_a,top1_agreement,0.5507812798023224,5376
1,2-6,2,representation_with_router_b,nestedness,0.6742311630930219,5376
1,2-6,2,representation_with_router_b,spearman,0.8107329862458366,5376
1,2-6,2,representation_with_router_b,top1_agreement,0.4927455484867096,5376
1,2-6,2,router_on_hidden_a,nestedness,0.9793526956013271,5376
1,2-6,2,router_on_hidden_a,spearman,0.9433523671967643,5376
1,2-6,2,router_on_hidden_a,top1_agreement,0.7406994189534869,5376
1,2-6,2,router_on_hidden_b,nestedness,0.976934552192688,5376
1,2-6,2,router_on_hidden_b,spearman,0.9440847039222717,5376
1,2-6,2,router_on_hidden_b,top1_agreement,0.6886160884584699,5376
1,2-6,2,total,nestedness,0.7965029903820583,5376
1,2-6,2,total,spearman,0.7445678200040545,5376
1,2-6,2,total,top1_agreement,0.4008556604385376,5376
1,2-6,3,representation_with_router_a,nestedness,0.5125558206013271,5376
1,2-6,3,representation_with_router_a,spearman,0.7440882580620902,5376
1,2-6,3,representation_with_router_a,top1_agreement,0.47247024944850374,5376
1,2-6,3,representation_with_router_b,nestedness,0.6214657851627895,5376
1,2-6,3,representation_with_router_b,spearman,0.7489235912050519,5376
1,2-6,3,representation_with_router_b,top1_agreement,0.46000745041029795,5376
1,2-6,3,router_on_hidden_a,nestedness,0.9853980966976711,5376
1,2-6,3,router_on_hidden_a,spearman,0.945936347757067,5376
1,2-6,3,router_on_hidden_a,top1_agreement,0.7795759184019906,5376
1,2-6,3,router_on_hidden_b,nestedness,0.9827009013720921,5376
1,2-6,3,router_on_hidden_b,spearman,0.9502151012420654,5376
1,2-6,3,router_on_hidden_b,top1_agreement,0.7436756065913609,5376
1,2-6,3,total,nestedness,0.7430245791162763,5376
1,2-6,3,total,spearman,0.6828500883919852,5376
1,2-6,3,total,top1_agreement,0.38597471373421804,5376
1,2-6,4,representation_with_router_a,nestedness,0.47116816895348684,5376
1,2-6,4,representation_with_router_a,spearman,0.7169885805674961,5376
1,2-6,4,representation_with_router_a,top1_agreement,0.4146205484867096,5376
1,2-6,4,representation_with_router_b,nestedness,0.6067088416644505,5376
1,2-6,4,representation_with_router_b,spearman,0.7266936813082013,5376
1,2-6,4,representation_with_router_b,top1_agreement,0.3993675708770752,5376
1,2-6,4,router_on_hidden_a,nestedness,0.9820498738970075,5376
1,2-6,4,router_on_hidden_a,spearman,0.9375630191394261,5376
1,2-6,4,router_on_hidden_a,top1_agreement,0.7434895975249154,5376
1,2-6,4,router_on_hidden_b,nestedness,0.9876302395548139,5376
1,2-6,4,router_on_hidden_b,spearman,0.9425772939409528,5376
1,2-6,4,router_on_hidden_b,top1_agreement,0.7252604535647801,5376
1,2-6,4,total,nestedness,0.7148437670298985,5376
1,2-6,4,total,spearman,0.651984087058476,5376
1,2-6,4,total,top1_agreement,0.3208705484867096,5376
1,2-6,5,representation_with_router_a,nestedness,0.4548921287059784,5376
1,2-6,5,representation_with_router_a,spearman,0.6765011719294957,5376
1,2-6,5,representation_with_router_a,top1_agreement,0.41573661991528105,5376
1,2-6,5,representation_with_router_b,nestedness,0.585410475730896,5376
1,2-6,5,representation_with_router_b,spearman,0.6851986476353237,5376
1,2-6,5,representation_with_router_b,top1_agreement,0.4267113208770752,5376
1,2-6,5,router_on_hidden_a,nestedness,0.9789806689534869,5376
1,2-6,5,router_on_hidden_a,spearman,0.9312895962170192,5376
1,2-6,5,router_on_hidden_a,top1_agreement,0.7434896060398647,5376
1,2-6,5,router_on_hidden_b,nestedness,0.9857701148305621,5376
1,2-6,5,router_on_hidden_b,spearman,0.9409973621368408,5376
1,2-6,5,router_on_hidden_b,top1_agreement,0.7470238293920245,5376
1,2-6,5,total,nestedness,0.6850818651063102,5376
1,2-6,5,total,spearman,0.6056292142186847,5376
1,2-6,5,total,top1_agreement,0.3409598299435207,5376
1,2-6,6,representation_with_router_a,nestedness,0.4515439144202641,5376
1,2-6,6,representation_with_router_a,spearman,0.6473018271582467,5376
1,2-6,6,representation_with_router_a,top1_agreement,0.427827388048172,5376
1,2-6,6,representation_with_router_b,nestedness,0.5716145890099662,5376
1,2-6,6,representation_with_router_b,spearman,0.6624456984656197,5376
1,2-6,6,representation_with_router_b,top1_agreement,0.4222470351627895,5376
1,2-6,6,router_on_hidden_a,nestedness,0.9652157936777387,5376
1,2-6,6,router_on_hidden_a,spearman,0.9102526818002973,5376
1,2-6,6,router_on_hidden_a,top1_agreement,0.7552083475249154,5376
1,2-6,6,router_on_hidden_b,nestedness,0.9805617758205959,5376
1,2-6,6,router_on_hidden_b,spearman,0.926368168422154,5376
1,2-6,6,router_on_hidden_b,top1_agreement,0.7313988293920245,5376
1,2-6,6,total,nestedness,0.6624814101627895,5376
1,2-6,6,total,spearman,0.570551437991006,5376
1,2-6,6,total,top1_agreement,0.35119048612458365,5376
1,2-6,7,representation_with_router_a,nestedness,0.5071614682674408,5376
1,2-6,7,representation_with_router_a,spearman,0.6932449681418282,5376
1,2-6,7,representation_with_router_a,top1_agreement,0.46223959752491545,5376
1,2-6,7,representation_with_router_b,nestedness,0.6022135445049831,5376
1,2-6,7,representation_with_router_b,spearman,0.6891433681760516,5376
1,2-6,7,representation_with_router_b,top1_agreement,0.5325520975249154,5376
1,2-6,7,router_on_hidden_a,nestedness,0.9605654988970075,5376
1,2-6,7,router_on_hidden_a,spearman,0.8920971921512059,5376
1,2-6,7,router_on_hidden_a,top1_agreement,0.7064732228006635,5376
1,2-6,7,router_on_hidden_b,nestedness,0.9672619189534869,5376
1,2-6,7,router_on_hidden_b,spearman,0.9036215117999485,5376
1,2-6,7,router_on_hidden_b,top1_agreement,0.7522321513720921,5376
1,2-6,7,total,nestedness,0.7046131151063102,5376
1,2-6,7,total,spearman,0.5880837440490723,5376
1,2-6,7,total,top1_agreement,0.3854166737624577,5376
1,2-7,0,representation_with_router_a,nestedness,0.8856957043920245,5376
1,2-7,0,representation_with_router_a,spearman,0.9826336077281407,5376
1,2-7,0,representation_with_router_a,top1_agreement,0.8967634269169399,5376
1,2-7,0,representation_with_router_b,nestedness,0.9182344930512565,5376
1,2-7,0,representation_with_router_b,spearman,0.9821514231818063,5376
1,2-7,0,representation_with_router_b,top1_agreement,0.8705357313156128,5376
1,2-7,0,router_on_hidden_a,nestedness,0.9724702494485038,5376
1,2-7,0,router_on_hidden_a,spearman,0.9395759361130851,5376
1,2-7,0,router_on_hidden_a,top1_agreement,0.6754092488970075,5376
1,2-7,0,router_on_hidden_b,nestedness,0.9707031505448478,5376
1,2-7,0,router_on_hidden_b,spearman,0.9378797667367118,5376
1,2-7,0,router_on_hidden_b,top1_agreement,0.656064007963453,5376
1,2-7,0,total,nestedness,0.965587820325579,5376
1,2-7,0,total,spearman,0.9251570957047599,5376
1,2-7,0,total,top1_agreement,0.6437872222491673,5376
1,2-7,1,representation_with_router_a,nestedness,0.6979166865348816,5376
1,2-7,1,representation_with_router_a,spearman,0.9043536952563694,5376
1,2-7,1,representation_with_router_a,top1_agreement,0.7018229450498309,5376
1,2-7,1,representation_with_router_b,nestedness,0.7865114893232074,5376
1,2-7,1,representation_with_router_b,spearman,0.9036559377397809,5376
1,2-7,1,representation_with_router_b,top1_agreement,0.6311384098870414,5376
1,2-7,1,router_on_hidden_a,nestedness,0.9897693736212594,5376
1,2-7,1,router_on_hidden_a,spearman,0.9497905118124825,5376
1,2-7,1,router_on_hidden_a,top1_agreement,0.7373512131827218,5376
1,2-7,1,router_on_hidden_b,nestedness,0.9867931689534869,5376
1,2-7,1,router_on_hidden_b,spearman,0.9468951310430255,5376
1,2-7,1,router_on_hidden_b,top1_agreement,0.6594122307641166,5376
1,2-7,1,total,nestedness,0.920107901096344,5376
1,2-7,1,total,spearman,0.853264834199633,5376
1,2-7,1,total,top1_agreement,0.5096726332392011,5376
1,2-7,2,representation_with_router_a,nestedness,0.5857515164784023,5376
1,2-7,2,representation_with_router_a,spearman,0.812772410256522,5376
1,2-7,2,representation_with_router_a,top1_agreement,0.5611979365348816,5376
1,2-7,2,representation_with_router_b,nestedness,0.7006802899496896,5376
1,2-7,2,representation_with_router_b,spearman,0.814667820930481,5376
1,2-7,2,representation_with_router_b,top1_agreement,0.509486619915281,5376
1,2-7,2,router_on_hidden_a,nestedness,0.9908854365348816,5376
1,2-7,2,router_on_hidden_a,spearman,0.9453972833497184,5376
1,2-7,2,router_on_hidden_a,top1_agreement,0.7500000170298985,5376
1,2-7,2,router_on_hidden_b,nestedness,0.9887463024684361,5376
1,2-7,2,router_on_hidden_b,spearman,0.9448894432612828,5376
1,2-7,2,router_on_hidden_b,top1_agreement,0.6847098384584699,5376
1,2-7,2,total,nestedness,0.8468192219734192,5376
1,2-7,2,total,spearman,0.7491587400436401,5376
1,2-7,2,total,top1_agreement,0.4250372179916927,5376
1,2-7,3,representation_with_router_a,nestedness,0.5178571684019906,5376
1,2-7,3,representation_with_router_a,spearman,0.7539225561278207,5376
