pair,layer_id,source_rank,mean_target_rank,mean_absolute_displacement,count
3-5,4,3,6.499589223710317,4.157707093253968,258048
3-5,4,4,7.621454148065476,4.604317801339286,258048
3-5,4,5,8.5380859375,4.866683717757937,258048
3-5,4,6,9.441127232142858,5.138834635416667,258048
3-5,4,7,10.203578404017858,5.278975229414683,258048
3-5,4,8,10.922677176339286,5.415407211061508,258048
3-5,4,9,11.667600601438492,5.5317266555059526,258048
3-5,4,10,12.316061352926587,5.595613994295635,258048
3-5,4,11,13.061054532490079,5.704012431795635,258048
3-5,4,12,13.598853701636905,5.698277064732143,258048
3-5,4,13,14.310864645337302,5.798897879464286,258048
3-5,4,14,14.879518539186508,5.827241443452381,258048
3-5,4,15,15.54696025545635,5.817917596726191,258048
3-5,4,16,16.181803385416668,5.872698102678571,258048
3-5,4,17,16.91229926215278,5.854837084573413,258048
3-5,4,18,17.583643353174605,5.828411768353175,258048
3-5,4,19,18.119849795386905,5.7831527467757935,258048
3-5,4,20,18.795565166170636,5.796781994047619,258048
3-5,4,21,19.455888051835316,5.745648096478175,258048
3-5,4,22,20.147615947420636,5.700226314484127,258048
3-5,4,23,20.762071397569443,5.654982793898809,258048
3-5,4,24,21.414876302083332,5.567646329365079,258048
3-5,4,25,22.106177920386905,5.4542139446924605,258048
3-5,4,26,22.876805865575395,5.330775669642857,258048
3-5,4,27,23.59374224950397,5.195374503968254,258048
3-5,4,28,24.486874534970237,4.957166883680555,258048
3-5,4,29,25.300928509424605,4.726097470238095,258048
3-5,4,30,26.372655474950395,4.312310112847222,258048
3-5,4,31,27.634300595238095,3.7122705853174605,258048
3-5,4,32,29.16547309027778,2.8345269097222223,258048
3-5,5,1,3.5152646019345237,2.5152646019345237,258048
3-5,5,2,5.740594773065476,4.055218408978175,258048
3-5,5,3,7.084213014632937,4.695068359375,258048
3-5,5,4,8.151956225198413,5.099028087797619,258048
3-5,5,5,9.089231460813492,5.379712301587301,258048
3-5,5,6,9.845369853670634,5.533536396329365,258048
3-5,5,7,10.628355964781745,5.71417720734127,258048
3-5,5,8,11.293712797619047,5.764640687003968,258048
3-5,5,9,11.950776599702381,5.864653087797619,258048
3-5,5,10,12.630460224454366,5.965010385664683,258048
3-5,5,11,13.233231801835318,6.010219029017857,258048
3-5,5,12,13.89213634672619,6.0637710813492065,258048
3-5,5,13,14.46178230406746,6.068080357142857,258048
3-5,5,14,15.107313368055555,6.130208333333333,258048
3-5,5,15,15.688158792162698,6.159714471726191,258048
3-5,5,16,16.348601810515873,6.099128844246032,258048
3-5,5,17,16.868268694196427,6.153905474950397,258048
3-5,5,18,17.4600345672123,6.134707496279762,258048
3-5,5,19,18.036458333333332,6.065925719246032,258048
3-5,5,20,18.59809027777778,6.120233444940476,258048
3-5,5,21,19.236083984375,6.062279110863095,258048
3-5,5,22,19.760350787450395,6.038175068204365,258048
3-5,5,23,20.470772879464285,5.959860181051587,258048
3-5,5,24,21.09516834077381,5.928958953373016,258048
3-5,5,25,21.807512555803573,5.807977585565476,258048
3-5,5,26,22.45707775297619,5.71857173859127,258048
3-5,5,27,23.198807973710316,5.600082155257937,258048
3-5,5,28,24.01610553075397,5.403281560019841,258048
3-5,5,29,24.85397677951389,5.186759827628968,258048
3-5,5,30,25.857410249255953,4.826888795882937,258048
3-5,5,31,27.001813616071427,4.331976996527778,258048
3-5,5,32,28.620907738095237,3.379092261904762,258048
3-5,6,1,3.502809554811508,2.502809554811508,258048
3-5,6,2,5.943560887896825,4.252821180555555,258048
3-5,6,3,7.445196242559524,5.019965277777778,258048
3-5,6,4,8.512358165922619,5.407439701140873,258048
3-5,6,5,9.377274770585318,5.618074931795635,258048
3-5,6,6,10.209321521577381,5.836135137648809,258048
3-5,6,7,10.915810236855158,5.919460720486111,258048
3-5,6,8,11.634564112103174,6.034071180555555,258048
3-5,6,9,12.24638439360119,6.100310794890873,258048
3-5,6,10,12.877522786458334,6.137435670882937,258048
3-5,6,11,13.423541356646826,6.134742373511905,258048
3-5,6,12,13.995830233134921,6.171169704861111,258048
3-5,6,13,14.625809926835318,6.234898158482143,258048
3-5,6,14,15.185054718501984,6.237672836061508,258048
3-5,6,15,15.732987661210318,6.210115947420635,258048
3-5,6,16,16.217529296875,6.205213758680555,258048
3-5,6,17,16.84509471106151,6.229333302331349,258048
3-5,6,18,17.348911830357142,6.216153583829365,258048
3-5,6,19,17.876019190228174,6.235084170386905,258048
3-5,6,20,18.498124379960316,6.222733754960317,258048
3-5,6,21,19.101256355406747,6.175258091517857,258048
3-5,6,22,19.677478608630953,6.126023065476191,258048
3-5,6,23,20.297743055555557,6.135757688492063,258048
3-5,6,24,20.984657893105158,6.055977957589286,258048
3-5,6,25,21.6104251922123,5.977845207093254,258048
3-5,6,26,22.303056020585316,5.911601717509921,258048
3-5,6,27,22.975888206845237,5.802184089781746,258048
3-5,6,28,23.713995070684526,5.677373976934524,258048
3-5,6,29,24.56443374875992,5.456779358878968,258048
3-5,6,30,25.549161396329364,5.106600322420635,258048
3-5,6,31,26.63122752356151,4.676002139136905,258048
3-5,6,32,28.176970951140873,3.823029048859127,258048
3-5,7,1,3.1210201202876986,2.1210201202876986,258048
3-5,7,2,5.765105716765873,4.073141431051587,258048
3-5,7,3,7.456418960813492,5.004410032242063,258048
3-5,7,4,8.559651692708334,5.3934423053075395,258048
3-5,7,5,9.50081767733135,5.634916759672619,258048
3-5,7,6,10.363219246031745,5.853345114087301,258048
3-5,7,7,11.014877077132937,5.911911737351191,258048
3-5,7,8,11.575350322420634,5.906265500992063,258048
3-5,7,9,12.206066313244047,6.004778180803571,258048
3-5,7,10,12.881746806795634,6.109301370287699,258048
3-5,7,11,13.456996372767858,6.107704768105159,258048
3-5,7,12,13.942716083829366,6.129828559027778,258048
3-5,7,13,14.546390593998016,6.178118024553571,258048
3-5,7,14,15.096307663690476,6.160458519345238,258048
3-5,7,15,15.752549913194445,6.173804873511905,258048
3-5,7,16,16.22020709325397,6.142485119047619,258048
3-5,7,17,16.807500930059526,6.17236328125,258048
3-5,7,18,17.38928416418651,6.177587115575397,258048
3-5,7,19,17.930086650545636,6.1639501178075395,258048
3-5,7,20,18.504138764880953,6.158892919146825,258048
3-5,7,21,19.075679718501984,6.138838510664683,258048
3-5,7,22,19.717909071180557,6.129243396577381,258048
3-5,7,23,20.331043061755953,6.046282087053571,258048
3-5,7,24,20.979038783482142,5.995686848958333,258048
3-5,7,25,21.542410714285715,6.000348772321429,258048
3-5,7,26,22.27683609250992,5.848419673859127,258048
3-5,7,27,22.97388470362103,5.77532474578373,258048
3-5,7,28,23.755355592757937,5.602089533730159,258048
3-5,7,29,24.53130425347222,5.466951884920635,258048
3-5,7,30,25.63344416542659,5.005615234375,258048
3-5,7,31,26.784075055803573,4.530920603918651,258048
3-5,7,32,28.30856662326389,3.691433376736111,258048
3-6,-1,1,2.9023868621341764,1.9023868621341766,2064384
3-6,-1,2,4.782955593532986,3.1235220772879466,2064384
3-6,-1,3,6.11644781203497,3.75152345687624,2064384
3-6,-1,4,7.178508455791171,4.1259252154637895,2064384
3-6,-1,5,8.083062065972221,4.378289116753472,2064384
3-6,-1,6,8.94408453078497,4.577975318545387,2064384
