pair,layer_id,rbo_p90,rbo_p95,kendall_tau,mean_absolute_rank_displacement,normalized_footrule_similarity,top1_overlap,top4_overlap,top8_overlap,selected_containment_a,selected_containment_b,selected_jaccard,hypergeometric_calibrated_overlap,empirical_observed_overlap,empirical_null_overlap,empirical_ceiling_overlap,empirical_alignment_headroom,frequency_adjusted_overlap,empirical_ceiling_utilization,empirical_num_samples,selected_union_kendall_tau,common_selected_kendall_tau,common_pairwise_order_agreement,common_selected_exact_order_fraction,full_containment_record_fraction,ordered_containment_record_fraction,contained_exact_order_fraction,common_selected_record_mean_tau,common_selected_valid_record_fraction,common_pair_coverage,num_seeds
1-4,-1,0.4670407239896732,0.6285083043565289,0.31571277495353456,7.593768165225074,0.5253894896734328,0.15897042410714285,0.3272144378177703,0.45962397257486975,0.41893949962797616,0.10473487490699404,0.10473487490699404,0.3359308567176871,0.41893949962797616,0.2964815901808141,0.41904655335441465,0.12256496317360055,0.17409230006063026,0.999118006401134,336.0,-0.12011528216972553,nan,nan,nan,0.41893949962797616,nan,nan,nan,0.0,nan,8
1-4,0,0.6023689317881047,0.7283906472376575,0.5457963020570816,5.2066146608382935,0.6745865836976066,0.2924920944940476,0.49693564763144843,0.6199457077752977,0.6695886036706349,0.16739715091765872,0.16739715091765872,0.6223869756235828,0.669588603670635,0.4946904155057413,0.6711813306051587,0.17649091509941744,0.3455972486455954,0.9907116468288577,336.0,0.07868484416335979,nan,nan,nan,0.6695886036706349,nan,nan,nan,0.0,nan,8
1-4,1,0.5343717372472129,0.6787416808572004,0.435333990281628,6.374912806919642,0.6015679495675224,0.21934291294642858,0.40873500279017855,0.5414685446118551,0.5458054315476191,0.13645135788690477,0.13645135788690477,0.4809204931972789,0.5458054315476191,0.38602252459051,0.5483863467261905,0.1623638221356805,0.2602322993162388,0.984052526600461,336.0,-0.02415958788029101,nan,nan,nan,0.5458054315476191,nan,nan,nan,0.0,nan,8
1-4,2,0.4932293777615005,0.647845451094659,0.3615530690839214,7.144613599020337,0.5534616500612289,0.1815243675595238,0.36147635323660715,0.4913984026227679,0.4639408172123016,0.1159852043030754,0.1159852043030754,0.3873609339569161,0.4639408172123016,0.3241726592842368,0.4673006572420635,0.14312799795782674,0.2068641703535431,0.976632223402631,336.0,-0.08454292741402117,nan,nan,nan,0.4639408172123016,nan,nan,nan,0.0,nan,8
1-4,3,0.453853872920833,0.6186291719242788,0.2920687275548135,7.850514245411706,0.5093428596617684,0.14643787202380953,0.3113228934151786,0.4450514051649306,0.3954225570436508,0.0988556392609127,0.0988556392609127,0.3090543509070295,0.3954225570436508,0.2794793414650878,0.39953031994047616,0.12005097847538838,0.16096182876574963,0.9660252504240973,336.0,-0.14135587177579367,nan,nan,nan,0.3954225570436508,nan,nan,nan,0.0,nan,8
1-4,4,0.42655310953334347,0.5983246744450896,0.24283895184916837,8.337265014648438,0.47892093658447266,0.12224469866071429,0.2774793836805555,0.4108755929129464,0.3493923611111111,0.08734809027777778,0.08734809027777778,0.2564484126984127,0.3493923611111111,0.24663801621601655,0.35430617559523814,0.10766815937922157,0.13638690571384451,0.9541631729168417,336.0,-0.1773778521825397,nan,nan,nan,0.3493923611111111,nan,nan,nan,0.0,nan,8
1-4,5,0.40976126533958296,0.5859286235961666,0.21615969750189012,8.622567313058035,0.4610895429338728,0.10736374627976192,0.2553488110739087,0.39082021561879965,0.312224857390873,0.07805621434771826,0.07805621434771826,0.21397126558956914,0.312224857390873,0.2221720913542722,0.31751457093253976,0.0953424795782675,0.11580487432857464,0.941902258735607,336.0,-0.20241505456349207,nan,nan,nan,0.312224857390873,nan,nan,nan,0.0,nan,8
1-4,6,0.39939649398400845,0.5788847792307563,0.20264188704952119,8.739565410311261,0.4537771618555463,0.09424603174603174,0.24088251023065477,0.37854149228050593,0.28737676711309523,0.07184419177827381,0.07184419177827381,0.18557344812925175,0.28737676711309523,0.2049565906260554,0.2931702628968254,0.08821367227077001,0.10382115192770869,0.9328715516109787,336.0,-0.22103381283068785,nan,nan,nan,0.28737676711309523,nan,nan,nan,0.0,nan,8
1-4,7,0.41679100334279917,0.5913214064664235,0.229309574250252,8.474092271592882,0.47036923302544487,0.1081116691468254,0.26553490048363093,0.3988904196118552,0.32776460193452384,0.08194115048363096,0.08194115048363096,0.23173097363945577,0.32776460193452384,0.21372108240459303,0.33198474702380953,0.11826366461921647,0.14514540162548425,0.9639762219888417,336.0,-0.1887219948743386,nan,nan,nan,0.32776460193452384,nan,nan,nan,0.0,nan,8
1-5,-1,0.46980410517969684,0.6305831283953731,0.32080724162440144,7.540457225981212,0.5287214233761741,0.1608242458767361,0.33071148584759424,0.46282613845098586,0.4823690747457837,0.09647381494915674,0.09647381494915674,0.3865114959950029,0.48236907474578367,0.3495380230265588,0.4824557834201389,0.13291776039358008,0.20421569776325238,0.9993465824894207,336.0,-0.046594270574983464,nan,nan,nan,0.4823690747457837,nan,nan,nan,0.0,nan,8
1-5,0,0.6052563166652796,0.7304826284623512,0.5502437468497984,5.159725855267237,0.6775171340457977,0.2948366195436508,0.5007857065352183,0.6231519911024306,0.7384982638888888,0.14769965277777777,0.14769965277777777,0.6900720164609053,0.7384982638888888,0.5605095242052938,0.7400134858630951,0.17950396165780141,0.4046230592351471,0.99152429823055,336.0,0.14325603505291007,nan,nan,nan,0.7384982638888888,nan,nan,nan,0.0,nan,8
1-5,1,0.5388185449323741,0.6817841506645586,0.44022123275264613,6.319205147879464,0.6050496782575334,0.22452799479166666,0.4155321878100199,0.5467645554315476,0.617125496031746,0.1234250992063492,0.1234250992063492,0.546222810111699,0.617125496031746,0.4490830338673589,0.6193808903769842,0.1702978565096252,0.30515322514397636,0.9866159726701584,336.0,0.05021778893849206,nan,nan,nan,0.617125496031746,nan,nan,nan,0.0,nan,8
1-5,2,0.49757161817640627,0.6513581877480169,0.3715975361485635,7.038729228670634,0.5600794232080852,0.1814236111111111,0.3658602275545635,0.49723404172867064,0.5390121217757937,0.10780242435515873,0.10780242435515872,0.4536439961787184,0.5390121217757936,0.38549087354356637,0.5419456845238095,0.15645481098024316,0.25010990722124926,0.9811928208136191,336.0,-0.008513919890873013,nan,nan,nan,0.5390121217757937,nan,nan,nan,0.0,nan,8
1-5,3,0.4599031859922673,0.623130354728469,0.3026868758663055,7.739333622039311,0.5162916486225431,0.15233599950396826,0.3183642190600198,0.4520350864955357,0.4703156001984127,0.09406312003968254,0.09406312003968254,0.3722258965314521,0.4703156001984127,0.33584597818515705,0.4739893353174603,0.13814335713230325,0.20247267400765928,0.9735011815088295,336.0,-0.055237268518518526,nan,nan,nan,0.4703156001984127,nan,nan,nan,0.0,nan,8
1-5,4,0.42833156618374435,0.5998663911429348,0.24954617408014113,8.283673967633929,0.48227037702287945,0.12114800347222221,0.2785818917410714,0.41457354833209326,0.40747457837301587,0.08149491567460318,0.08149491567460318,0.2977476484420929,0.4074745783730158,0.29622074270200105,0.4122527591765873,0.1160320164745863,0.1580997844985208,0.95833036631842,336.0,-0.10519128224206349,nan,nan,nan,0.40747457837301587,nan,nan,nan,0.0,nan,8
1-5,5,0.4108607361596204,0.5868009539646446,0.2188666559034778,8.593885633680557,0.4628821478949653,0.1089138454861111,0.2567574637276786,0.39171394469246035,0.36536613343253965,0.07307322668650794,0.07307322668650792,0.24784134332745442,0.36536613343253965,0.2649483157347602,0.3701133122519842,0.10516499651722391,0.136649305066044,0.953993592113402,336.0,-0.13214001529431216,nan,nan,nan,0.36536613343253965,nan,nan,nan,0.0,nan,8
1-5,6,0.4007292575530873,0.5798909066592968,0.20400484146610384,8.716432117280505,0.45522299266996835,0.09268818204365079,0.24354964967757936,0.3798067607576885,0.34330822172619047,0.06866164434523811,0.0686616443452381,0.22169863315696647,0.34330822172619047,0.25140687993393285,0.3488614521329365,0.09745457219900373,0.12292361151202134,0.9419597848524972,336.0,-0.15389979125330688,nan,nan,nan,0.34330822172619047,nan,nan,nan,0.0,nan,8
1-5,7,0.41696161577479524,0.5913514537927134,0.2292908699281754,8.472672235398065,0.4704579852876209,0.11071971106150794,0.26626054067460314,0.39732917906746035,0.37785218253968256,0.07557043650793652,0.07557043650793652,0.2626396237507349,0.37785218253968256,0.2527988360404002,0.38209945436507936,0.12930061832467915,0.16753366620290283,0.966828690516388,336.0,-0.11124571139219577,nan,nan,nan,0.37785218253968256,nan,nan,nan,0.0,nan,8
1-6,-1,0.47190547128893,0.6321953125469645,0.32483863830566406,7.499477204822359,0.5312826746986026,0.16270664760044642,0.33333563426184276,0.4658823770190042,0.5392601376488095,0.08987668960813491,0.08987668960813491,0.43293555402930395,0.5392601376488095,0.3992926414976729,0.5393240792410714,0.14003143774339855,0.23303330524382854,0.9995447041448536,336.0,0.002159223606977515,nan,nan,nan,0.5392601376488095,nan,nan,nan,0.0,nan,8
